"incidencerate","medincome","povertypercent","studypercap","medianage","pctunemployed16_over","pctprivatecoverage","pctbachdeg25_over","target_deathrate"
459.7,50305,19.5,200.0297187,30.1,5,80.4,26.8,166.2
469.6,45431,17.8,763.1874299,36.8,7.5,65.2,13,189.9
460.1,35774,21.3,0,40,9.4,57.1,9,220.7
508.2,43111,16.2,0,42.3,5.2,70.1,13.4,199.3
477.4,49384,14.2,0,37.8,5.1,74.8,14.3,180.1
399.4,44410,17.5,22.60551122,49.8,9.1,59.6,13.6,152.7
422.7,47705,17,1374.535458,36,6.3,74.2,18.1,170.3
460.8,39017,16.5,0,42.4,8.9,68.8,9.8,197.3
492.8,32170,24,0,40.9,9.7,47.2,7.2,255.8
430.1,60970,10.5,9.842229068,39.2,6.7,75.6,16,182.5
400.7,33631,21.4,0,44.8,10.5,52.8,9.4,172.7
444.2,43049,12,0,45.5,3.8,71.7,9.6,166.7
417.7,51831,11.3,0,37.8,6.4,69.3,17.9,146.6
506.4,43298,15.7,0,43.7,4.5,66.1,9.1,228.4
492,61598,9.1,411.6501229,36.6,6.1,78.2,21,176.4
459.5,51221,12.4,0,41,5.8,73,12.6,196.5
458.6,51885,13.3,808.1334724,38,4.9,75.5,21,168.6
481.5,42166,14,0,38.6,5.7,72.7,13.9,179.9
488,37379,20.7,0,41.2,12.7,54.7,7.8,206.8
383.9,37173,18.5,0,47.1,7.9,54.2,9,194.1
435.4,34987,21.7,0,43,13.2,50.8,9.8,179.1
433.7,41610,16.8,0,40.5,5.7,58.8,11.4,206.3
319.3,42174,18.6,0,40.1,6.8,70.3,9,123.4
424.4,34411,21.6,0,43.4,9.2,50.3,8.4,200.1
317.9,31805,23,0,47.3,9,53.1,5.8,166.5
424.9,31486,29.8,0,39.8,8.1,49.3,6.9,230
475.2,51978,11.8,439.3415734,40.2,7.2,71.6,11.7,180
453.5494221,50886,10.4,0,47.4,1.9,74.7,17.4,136.2
453.5494221,45341,12,0,49.8,2.4,77,20,134
453.5494221,60279,10.9,0,32.8,7.3,62.3,14,197.8
453.5494221,58543,8.3,0,36.1,2.9,76.1,14.3,150.7
453.5494221,52795,10.8,0,49.4,2.1,81.9,20.4,156.9
453.5494221,39732,16.9,0,48,3.5,69.4,11.3,155.4
453.5494221,47709,12.8,0,38,2.3,58.9,11.1,164.2
453.5494221,50525,12.9,171.9099192,43,3.7,71.7,13,194.7
453.5494221,55074,12.8,1881.789411,38.6,4.4,75.1,17.3,162.2
453.5494221,59596,10.7,0,36.1,3.9,62.4,11.2,122.6
453.5494221,52394,8.8,0,47.8,2.5,79.2,18.4,127.6
453.5494221,53796,10.3,0,40.8,4.4,77.7,12.5,178.7
453.5494221,56927,9.4,0,43.5,6.9,77.6,12.7,173
453.5494221,44101,13.5,0,52.1,2.5,74.8,11.3,165.8
453.5494221,76104,6.6,449.8766717,36.8,4.5,84,33.6,146.8
453.5494221,53484,12.2,0,34.8,1.8,77.5,10.5,209.6
453.5494221,53378,11.2,8585.924288,45.2,5.7,71.5,14.8,129.4
453.5494221,46318,12.8,0,41.7,4,73.1,17.9,141.4
453.5494221,65549,10.9,0,37.3,5.9,80.2,16.4,166.5
453.5494221,44896,12.7,0,46.2,6.5,70.8,15.6,164.5
453.5494221,44520,14.8,0,43.7,8.3,75,10.5,219.4
453.5494221,49852,9.7,0,42.2,3.9,79.1,11.7,129.1
453.5494221,43038,18,449.923513,32.5,7.2,67.3,16.6,182.9
453.5494221,57878,8.8,1209.356968,42,3.1,80.7,19.3,161.2
453.5494221,47723,11.9,247.8724283,45,5,74.9,14.7,143.8
453.5494221,47901,11.1,0,45,3,77.7,11.8,150.8
453.5494221,53903,11.7,0,39.8,2.8,76.1,16.4,176.2
453.5494221,63924,9.5,0,40.4,5.6,81.1,16.5,150.2
453.5494221,48645,11.2,0,44.4,2.6,79.5,18,151.3
453.5494221,42221,18,1921.114246,39.4,8.7,64.2,11.2,208.4
453.5494221,44774,12.5,0,47.6,3.2,75.9,10,193.4
453.5494221,55378,11.1,0,41.6,5.8,70.9,10.6,165.4
453.5494221,54149,9.9,586.6823115,41.6,1.7,80.4,16.8,147.7
453.5494221,41527,17.7,4098.862107,40,4.7,67.8,12.1,183.5
453.5494221,51923,10,0,49.2,2.7,77.2,15.5,128.7
453.5494221,44846,13.5,0,44,1.7,72.8,15.2,109.9
453.5494221,52749,12.9,0,42.6,8.2,71.9,12.8,181.3
453.5494221,38848,12.9,0,48.5,4,74.6,15.1,166.2
453.5494221,52744,10.4,0,42.2,5.3,77.8,15.2,151.2
453.5494221,47351,13.9,146.2415911,43.1,1.9,72.8,12.7,182.5
453.5494221,45856,11.4,0,44.7,4.3,75.8,15.5,171.1
453.5494221,65373,10,0,34.7,3.7,80.4,21.2,153.9
453.5494221,54701,10.3,6810.442679,39.1,5.6,71.8,18,177.9
453.5494221,44932,11.8,0,50.9,2.3,77.6,18.6,177.8
453.5494221,46533,15.8,125.5532189,39.5,5.7,69.7,13.8,172.6
453.5494221,42381,12.7,0,50.9,3.8,74.7,13.4,154.1
453.5494221,49152,14.7,0,37.9,5.5,70.1,14,173.6
453.5494221,46468,20.2,252.5017609,24.7,5.8,85.4,24.1,154.3
453.5494221,48383,12,0,43.9,4.1,71.5,14.1,164.7
453.5494221,43083,12.1,0,48.8,5.6,75.2,12.8,114.3
453.5494221,45443,13.3,0,47.1,6.9,70.5,13.1,151.9
453.5494221,48460,13,1634.016268,37.7,5,70.9,15.2,175.6
453.5494221,56032,8.3,0,42,5.8,84.1,15.7,160.5
453.5494221,51175,14.7,826.8598482,34.6,6.9,69.2,19.7,171.5
453.5494221,47381,15.7,2850.725639,29.4,9,61.5,8.5,164.4
453.5494221,52795,15,274.1642188,38.8,6.8,71.7,18.7,171.6
453.5494221,52300,10.9,0,45.7,1.2,73.4,15.9,143.1
453.5494221,43100,16.2,0,38.4,4,65.3,9.8,161.6
453.5494221,41303,13.5,0,50.7,3.2,76,13,157.6
453.5494221,45945,14.1,0,43.7,2.6,64.7,17,126
453.5494221,56591,11.5,0,35.7,2.4,76.6,16.4,127.9
453.5494221,59773,9.7,0,34.9,3,69.7,12.7,148.2
453.5494221,52476,13.3,2846.823879,40.8,7,72.7,14.1,170.1
453.5494221,50639,11.3,0,35.3,2.7,81,18.6,154.5
453.5494221,46859,9.9,0,49.1,1,83.3,18.5,177.9
453.5494221,59160,9.6,0,42.1,6.2,80.9,16.1,150.3
453.5494221,49109,12,0,41.8,5.4,75.3,19.6,175.5
453.5494221,43264,10.8,0,46.3,3.1,74.4,13.2,172.4
453.5494221,53447,11.5,0,35.7,3.1,71.7,12.5,177.6
453.5494221,39764,16.7,0,43.8,6.5,60.1,9.9,171.1
453.5494221,35502,18.4,0,47.4,4.6,63.1,12.7,293.9
453.5494221,37087,24.4,214.2389315,33.3,11.2,51.4,10.7,221.8
469.7,31558,26.3,0,41,7.7,56.1,9.3,200.2
425.8,39801,19,0,40.3,9.2,59.5,7.7,195.1
513.5,54331,11.3,0,39.9,6.9,77,11.4,202.2
460.2,44732,16.8,0,42.8,6.2,61.5,8,191.3
502.2,37666,19.5,183.6125775,40.4,7.6,60.6,9,192
564.2,34126,22.7,0,40.4,14,51.7,9.1,238.5
493.5,24868,33.5,0,41.1,11.6,39.7,5,223
483.6,66939,8,0,36.2,5.6,80.2,20.1,175.7
490.8,42812,19.2,0,41.1,9.9,65.3,10.9,176.5
525,40224,23.1,269.0118986,41.9,10.5,61.7,10.3,198.2
492.9,41538,17.5,0,41,7.1,65.3,11.8,179.1
639.7,41910,18.6,0,41,8.3,66.7,9.2,236.8
522.1,28647,33,0,40.7,12.4,37.7,5.1,232.3
490,41547,19.2,249.7752023,42.5,11.5,62.3,5.1,199.5
536.2,54924,12.3,216.0046759,39.3,7.6,77,9.2,174
460.2,35219,20.6,0,41.2,6.1,54.5,4.5,202.9
525,42640,18.2,0,42.6,8.7,60.5,7.7,224.7
501.3,37705,20.2,0,33.7,9.1,69.9,16.1,195.3
518.7,52349,13.2,65.17063846,37.3,6.8,72.4,18.2,198.6
534.8,40701,17,0,42.3,6.8,55.9,7.9,213.4
503.6,43615,20.4,0,36.9,13.2,54.9,6.3,217.3
541.3,34991,23.9,0,40.1,11.1,54.3,7.9,232.1
501.8,29344,30.6,0,42.1,9,48.3,5.1,254.3
469.2,36736,21.6,0,28.5,12.7,64.8,10.4,183.6
522.6,49012,16,0,41.7,7.9,64.4,13.8,210.6
572.1,25215,38.2,0,39.1,15.9,39.7,5.3,266.2
405.4,39184,20.9,0,37.6,9.7,57.1,9.6,202.4
474.6,35664,20.6,0,43.2,10,65.3,8.4,205.8
436,41382,19,434.0092059,38.8,10.8,58.4,13.7,160
407.4,63184,10.9,0,36.4,4.2,72.3,14.3,150.7
379.5,40593,18.3,0,40.9,8.1,53.9,14,136.5
373.1,66846,8.4,0,40.1,4,77.4,34.2,125.2
337.1,31227,29.9,0,46.1,9.7,33.3,17.9,145.4
358.5,59603,9.9,0,40.7,5.8,73.4,39.7,97.9
364,44562,13.9,0,49.8,6.4,60.2,14.7,133.8
259,68352,9.7,0,37.1,4.7,68.3,32.3,87.6
429.1,62380,9.5,0,49.4,8.2,67.2,18.6,145
381.7,45784,11.4,0,44.4,5.1,67.2,12.6,118.4
421.7,33881,23.1,0,38.8,9.8,58.6,7.4,198.2
427.2,46838,14,0,36,2.5,61.6,14.7,184.3
489,85336,9,146.6162757,39.7,9,71.9,25.7,142
486.8,65809,12.2,222.1376338,40.1,9.3,71.3,20.5,157.5
480.9,73413,7.7,92.59107967,46,7.1,75.8,19.5,151.2
488.8,76365,7.9,115.8091709,44.2,6,80.1,22.2,154.9
500.1,60387,13,250.1541648,39.8,9.5,69.1,18.4,169
490.4,65813,11.1,367.8323273,40.7,8.3,74.1,17.7,162.6
471.5,78653,7.5,6.604147405,38.1,6.8,81.8,21.4,152.3
431.4,57547,10.3,0,40.4,9.3,68.9,13.9,172.2
494.6,39546,18.1,929.9030244,38.9,8.3,64.8,6.1,212.4
488,34425,23.9,0,42.2,11.2,56.1,9.3,200.3
527.2,54271,14.1,11.52518541,37,8.4,69.2,14.1,190.7
485.9,64632,12.3,474.1558141,37.5,7.4,73.4,20.6,177.2
493.3,53316,13.9,519.4275167,47,8,64.7,13.5,168.7
483.7,69992,18.4,651.5646477,33.7,9.6,69.6,23.3,182.3
447.8,44325,21.6,115.4005939,30.8,7.9,71.3,21.5,182.4
475.3,47121,19.6,0,36.6,8.9,64.3,7.5,206.1
501.1,44800,15.6,16.51664052,39.8,8.6,60.6,14.4,191.5
434.4,39980,22.6,0,39.6,12.4,57.4,7.8,209.9
464.8,47973,14.5,51.04842912,46.6,10.9,64.2,16.9,181.2
438.3,51485,14.5,216.723572,40,10,58.4,19.8,157.6
495.8,26504,33.2,0,42.4,20.4,44.7,7.8,154.5
381.9,35256,22.3,0,40.5,10,49,8.2,174.7
412.7,43242,11.9,17.32952084,57.3,10.8,61.1,13.1,149.8
452.5,36383,20.1,42.53569454,55.4,13.1,57.6,11.1,184.3
471.3,58539,10.9,88.24956978,39,10.7,70.1,16.7,182.6
346.3,58403,14.3,50.37712878,48.5,7.8,58.6,19.8,123.2
453.7,38484,21.7,73.15503014,40.4,14.8,53.8,9,203.3
392.9,36945,29.7,0,40.1,9.4,39.1,6.8,160.4
436.6,32121,27.1,0,46.9,7.2,43.8,6.1,195.9
504.4,46013,18.2,359.2512678,36,10,63.5,18.7,189.2
444.2,46139,15.3,234.7244239,37.2,9.4,65.5,16.4,186.7
510.4,33315,28.1,0,40.2,13.3,54.5,9.9,197.7
444.8,51556,11.6,0,49.6,9.3,61.9,15.1,174.6
412,36788,25.3,0,42.1,9.4,52.8,10.1,216.2
403.4,35849,25.6,0,40.2,11.2,53.7,10.4,184.7
383.8,40788,19.8,0,42,10.4,50.2,7.7,209.2
354.9,38783,21.1,0,45.3,12.9,47.1,5.8,135.3
434.7,38419,23.1,0,43.3,10.2,58.7,11.5,189.1
336.8,31734,31.7,0,40.5,15.8,49.7,7.2,188.4
422.3,35371,29.9,0,34.8,11,36.5,7.4,161.9
370.1,38494,25.3,0,33.8,11.9,38,6.3,163.7
447.5,40094,15.3,16.81246813,48.7,13.7,55.7,10.6,178.1
484,39930,17.3,0,43,8.1,61.9,9.4,194.1
413.7,35787,19.5,0,52.1,13.3,53.2,10.7,161.6
474.5,50758,16.8,386.938957,36.6,9,61.2,19.5,168.9
259.6,35651,26.7,0,42.1,15.4,47.8,7.3,191.5
430.4,47548,14.7,27.04182695,50.7,12.2,59.5,16.4,167.3
367.9,40205,18,0,45.3,9.4,64.3,11.9,173.5
380.1,38071,25.6,0,36.4,14.6,51.7,7.8,208.1
474.6,46895,13.8,30.68661297,46.4,9.7,62.7,14.3,171.3
400.1,49147,16,279.2094384,46.9,10.1,57.6,16.2,142.1
390.5,45463,23.3,38.42499441,30,10.6,74,25.3,155.8
477.3,40124,20.1,28.79824907,39,8.3,63.4,13.3,189.6
496.9,37433,21.2,0,46.6,11.1,46.7,7,232
391.5,38473,24.7,0,37.6,10.2,53.4,6.8,220.4
293.5,33017,27.7,0,41.5,11.8,51.6,6.9,166.9
399.1,51673,14.1,19.26416398,46.7,8.6,61.1,16.8,146.7
490.1,39860,17.8,107.7918975,48.2,12,54.1,11.7,183.4
409.8,55472,12.1,102.3783777,50.7,9.7,64.9,19.8,146.5
408,42754,20.4,164.8647274,39,10,46.4,17.1,137.3
394.6,57411,14,25.81244676,46.8,6,59.2,19.2,168.5
490.1,56728,11.7,12.74794758,44.2,9.8,66.2,15.1,176.3
430.2,55952,12.4,5.033624612,36.8,6.9,69.8,17.8,182.8
463.6,36923,22,19.07705221,42.2,10.1,63.3,7.7,211.1
440.9,37065,25.9,0,39.9,11.8,43.9,7,203.3
440.7,47069,18.2,271.7125499,34.4,9.1,60.3,20.8,161.7
407.5,42945,19.3,33.9513508,35.7,9.8,51.9,12.7,155.6
422.3,52225,14.9,151.1116546,44.1,9.5,60.5,21.1,144.3
470.7,45219,14.7,62.26037288,44.4,9.4,61,14.2,176.4
430.8,45162,15.2,184.2440781,47.1,8.4,61.3,18.8,165
490.2,42768,18.1,66.14448417,40.3,10.6,55.7,12.8,168.1
488.3,32054,28.5,97.19117504,44.1,12.6,45.1,7.7,211.6
441.8,66560,8.2,30.88598659,42.7,6.7,75.5,27.6,149.9
414.6,42722,17.3,110.529436,43.9,12.4,53.6,12.8,162.4
466.5,44852,19.5,284.6901799,37.4,9.1,66.7,18.6,186.7
426.5,58587,11.2,0,39.5,7.9,70.5,17.9,190.7
410.8,52109,10.8,199.7292559,54,8.2,66.2,19.3,146.4
427.8,56443,11.8,22.26457439,39.1,9.4,67.8,23.6,160.8
444.5,51907,10.9,84.11065598,65.3,9,66.6,16.3,142.9
421.4,38177,23.7,0,41.6,11.1,48.9,8.8,198.7
425.5,36374,23.4,0,41.2,9,60.6,5.4,198.5
1206.9,40207,24.3,0,40.3,11.7,59.6,5.5,362.8
422.4,40881,17.7,96.54615775,46.3,9.1,59.7,14.1,178.3
456.7,51642,15.1,0,40,9.3,67.5,11.6,209.3
499.8,68421,7.7,0,35.7,4.5,76.5,18.6,169.8
472,44402,16.5,20.53851999,38.6,6.1,60.1,12.5,206.1
438.1,38027,20.6,0,34.8,7.9,50.9,14.9,207.3
445.2,29652,26.8,0,41.8,8.9,40.9,9.4,225.5
456.9,41800,18,0,44.6,2.2,59,15.3,258.7
458.4,58205,12.6,29.14835785,33.2,4.9,74.8,19,169.2
372,36566,20.9,0,42.3,9.1,48.2,9.4,195.8
430.1,46071,18.6,216.6099737,31.8,8.6,66.1,14.1,186.9
376.6,41469,17.8,0,41.5,9.2,58.2,12,192.4
471.1,36953,19.2,0,42.3,6.4,58,9.9,205.3
495.5,46614,15.8,28.211928,40.6,5.7,60.5,10.5,210.2
436.7,45574,15.9,0,30.7,3.7,67.4,18.3,205.2
408.4,36424,18.8,0,45.8,9.2,52.4,11.6,182.4
451.5,50348,12.4,0,41.5,2.7,63.8,17.6,202.1
415.5,52032,12,0,44.3,5,69.5,15.8,186.6
449.4,49136,14.5,251.6950086,36.2,5.6,65.4,14.5,184.6
496.9,40774,19.2,0,39.5,4.4,61.9,10.1,227.9
416.7,51199,12.1,18.29893134,38.5,4.3,64.5,12.7,193.7
445.9,49774,12.3,0,44.2,3.6,74.8,17.9,174.4
442.7,34872,25.2,0,41.3,4.4,61.4,10,174.7
419.5,33750,24.8,0,41.1,8.7,56.8,15.5,223.9
466.5,49204,10.6,0,39,1.6,66,13.2,159.7
452.5,35313,24.5,0,40,8.7,46,8.7,200
508.2,34837,23.4,0,40.2,7.1,50.7,8.2,226.9
448.8,41370,17.2,0,34.1,7.6,62.1,12.8,209.2
470.4,32645,23,0,42.4,6.5,48.6,8.5,231.3
415.2,35977,20.1,0,40.6,6.7,46.8,10.2,215
460.6,41514,18.2,0,38.8,7.8,58.6,13,203.1
465.5,59525,10,0,38.6,3.6,70.5,13.6,174.7
491.5,36699,19.1,0,43,5.5,57.1,13.2,226.1
374.7,35522,20.7,0,39.3,7.8,54.2,8.4,191.7
362.3,36627,24,0,39.7,9.4,49.4,8.5,214.4
393.5,46083,14.9,0,40.7,7.1,60.2,9.1,198.3
438.5,55602,13.8,21.74102096,38.5,6,64.8,17.7,160.2
456.5,52662,12.5,0,39.1,4,61.2,10.2,200.2
516.3,58392,10.2,0,38.3,3.9,71.2,16.6,175
454.6,34964,20.9,0,39.1,8.3,43,9.2,202.4
456,33450,22.4,0,47.4,10.8,50.6,9.2,202.4
478.7,54107,11.8,0,41.6,5.4,69.1,12.7,182.3
460.2,38517,18,0,43.1,7.6,51.7,8.3,196.9
434.6,41806,17.6,0,39.3,7,55.1,11.3,202.5
467.1,43783,15.1,0,41.3,3.6,59.2,13.3,203.3
483.4,41015,22.2,0,37.8,8.2,52.4,13.2,211.7
465.5,46874,13.4,0,40.7,5.9,70.3,17.1,181.6
391.8,39706,16.1,94.88566278,41.4,8.4,58.2,10,189.7
463.9,34172,25,0,39.6,9.6,46.3,7.7,237.1
454.5,48226,17.9,390.0296577,34.2,6,61.5,19.8,186.1
493.2,38183,21.5,0,39.2,10.4,55.4,10.6,214.1
405.2,48014,16.6,0,41.9,7.1,62.9,11.2,173.6
413.3,35580,22.1,0,38.5,9.4,52.4,9,229.7
430.4,43476,15.4,0,41.4,6.3,59.8,11.9,213.8
449.8,41037,23.7,86.58008658,27.2,6.3,70.8,21.1,177.4
418.2,39900,21.7,0,40.7,6.2,57,10.8,195.8
475.3,41423,17.3,0,35.3,6.2,58,16.7,195.7
460.2,45710,17.5,0,37.6,6.8,59.6,12.7,190
354.7,32215,23.1,0,44.8,10.6,43.1,8.4,226.4
362.3,56139,12.3,0,40.6,0.8,71.2,14.9,153.2
445.5,56465,10,0,38.8,5.5,72.8,16.8,174.5
484.1,35964,24.7,0,39.7,8.4,49.4,8.9,208.9
375.8,35592,27.9,0,39.9,9.8,45.5,9.4,214.9
441.8,42967,15.5,0,40.1,6.6,62.5,12.8,189.1
391.6,49780,13.6,0,31.5,3.5,65.5,14.9,153.1
398.1,35274,23.8,0,40.5,7.1,53.7,11.9,166.1
474,50507,14.8,231.5242115,35.3,6.5,64.4,20.7,183.9
420.3,58921,9.8,0,38.4,6,67,16.2,177.5
461,49056,13.9,0,40.5,5.3,67.2,18.5,185.2
442.3,47391,13.9,0,38.8,3.5,67.3,15,186.9
452.6,48831,14.3,0,33.9,2.8,74.7,16.9,125.3
378.2,56067,12.3,0,36.1,5.1,73.6,11.9,155.7
438.3,38966,20.6,0,48.2,10.1,61.9,13.1,169.5
414.8,54089,18.9,148.449276,32.7,8.6,75.4,29,155.6
447.3,65555,9.5,249.0566978,41.3,8.3,75.3,21.5,160.2
465.6,45132,15.4,0,43.9,7.6,62.4,14.6,180.2
449,57517,12,20.16129032,42.9,9.8,69.1,12.4,185.7
453.1,39956,19.8,269.3239968,48.1,11.7,57.4,11.4,200.3
455.6,38155,18.3,0,48.1,13.5,56.9,10.5,144.3
393.2,40524,17.1,0,54.6,11.3,63.1,14.7,189.8
485.2,52387,13.2,262.4552114,41.9,9.4,64.4,20.7,154.3
419.4,41504,19.9,9.286344431,46.9,12.2,56.8,10.1,189.2
535.4,51978,11.7,0,48.2,9.2,63.5,10.3,174.2
400.3,41304,16.8,0,51.1,9,60.7,10.8,131.4
368.7,36340,21.3,138.8888889,46.2,16.1,64.3,9.8,162.7
431.3,54063,14.6,0,39.4,5.1,63.2,21,166.7
441.7,44835,18.1,103.4967798,42.8,10.8,57.9,15.9,172.4
358.5,42753,21.2,0,39.9,14.4,53.8,11.3,163.9
491.2,37230,20.6,59.000531,47.9,12.3,56.9,10.3,199.7
438,39234,21.9,0,42.5,12.4,58.1,12.6,177.9
418.7,44976,18.4,286.5842737,39.3,9.9,65.4,17.2,169.1
449.9,40226,18.8,63.77822186,50.4,7.9,56.3,14,199.9
477.4,44358,19.1,8.29551959,39.5,10.6,62.3,12,186.5
441.7,35094,28.7,32.91639236,36.1,11.2,54.6,9.4,164.4
470.8,48554,17.7,33.26277593,35.8,10.7,61,14.5,168.9
497.6,51839,16.3,0,37.4,8.6,63.5,7.9,191.7
459.5,53519,18.6,793.3756298,36.5,8.8,67,25.1,177.1
469.8,52626,14.1,0,37.4,10.8,69.4,18.1,165.5
587.4,53277,14.2,0,49.8,7.9,59.9,12.7,180.4
432.2,41662,17.5,38.9817955,48,7.8,62,13.4,165.1
430.1,44780,18,0,36,9.4,59.6,10.1,181.2
453.6,44841,17.7,0,40,7.1,63.8,15.2,169
403.7,51754,10.9,0,45.4,3.3,74.4,12.9,141
479.7,62526,8.5,252.5429674,31.1,2.6,82.9,19.2,162.4
405.2,51470,10.9,0,51,1.3,79,15.6,178
403.1,86354,6.9,0,32.6,1.7,81.3,15.2,170.1
493.1,34116,24.8,0,41,13.4,49.6,6.4,217.2
456.6,43602,18,536.2700503,38.1,9.2,68.4,10.1,185
426,47369,14.6,1390.637626,39.9,7.8,70.7,13.1,189.4
498.3,39757,21.5,496.7961716,41.8,8.9,61.7,8.9,203.2
489.6,34216,29.9,15.17773123,28,10.9,70.6,13.9,192.1
484.8,52650,8.3,0,41,5,78.2,11.6,189.7
427.9,41983,16.1,0,43.9,8.5,69.5,9.4,185.2
500.2,46484,15,0,40.8,9.9,63.2,8,213.3
458.9,58558,14.4,263.0509123,36.4,7.2,73.6,18.4,189
472.5,46177,13.5,71.91399087,44.5,7.1,65.3,6.7,172.8
462.1,50302,11.3,0,41.2,9.1,71.9,10.7,190.1
471.1,42029,18.2,478.0853051,41,10,64.9,11.5,200.6
479.5,62158,11.2,549.578409,39.5,5.5,74.1,18.3,178.7
488.5,49453,13.7,238.5666913,39.3,9.2,66.9,10.3,224.3
445.6,42645,15.9,76.33150774,43.2,9,63.5,9.5,178.3
459.8,41547,18.1,0,41.5,7.8,63.4,8.5,203
476.5,39881,15.4,0,42.6,8.1,68.5,8.4,184.6
485,44138,19.6,555.7674408,40.4,10.6,65.3,18,187.1
439.3,46610,12.2,1152.162224,41.8,7.6,70.1,7.7,179.6
446.9,53026,11.7,0,39.7,8.4,73.3,11.1,188.6
460.5,97802,4.8,554.3668043,37.8,3.2,87.4,33.3,152.1
479.9,49234,13.9,688.2859034,44,7.7,71.7,13.4,193.7
459.5,59921,9.6,475.5362993,39,6.9,74.3,17.5,173.4
441.6,44947,15.8,0,41.1,8.6,60.4,10.4,194.3
359.6,54666,10.5,822.8130804,39.8,6.7,78.8,11.5,181.2
456.2,36675,26.1,33.17629885,41,7.5,57.8,8.4,201
441,72264,7.8,159.4015005,44.2,4.1,77.5,23.8,142.4
437.3,59382,13.2,395.3122054,37.7,7.6,76.6,19.4,159.2
473.4,41940,17.2,0,42.2,11.7,59.8,8.5,215.8
467.1,48973,17.6,633.9787865,37,8.8,68.1,21.5,185.1
431.9,51498,12.7,899.7922538,39.2,6.9,75.8,16.2,175.7
433.4,45195,19,0,35.4,9.6,66.8,7.2,185.1
445.5,42582,16.9,0,45.9,5.6,67.7,5.4,201.4
386.3,53645,10.2,0,41.2,6.7,76.8,10.2,162.8
427,41611,19.3,0,40.1,11.5,56.3,7.5,199.8
460.6,42374,17.5,35.09880313,42.6,9.5,62.2,10.1,205.9
316.5,50069,12.4,0,30.4,4.2,45.9,5.3,147.4
463.7,47824,13.4,119.7215619,38.8,7.2,68.9,8.6,206.3
445.6,41161,20,0,39.5,11.5,59.4,10.9,210.9
462.5,40148,20,44.54541405,44.3,8.8,66,9.6,194.7
514.7,46908,15.1,818.8532779,38.7,6.6,68.5,14.6,179.5
483.8,58697,8.9,235.5558464,43.2,6,77,17.3,182.5
445.7,41608,17.5,32.72840334,41.2,8,62.6,9.3,201.5
478.5,57308,13.5,480.7410447,39.7,7.2,71.7,14.9,188.8
460.6,50753,17,176.2658088,40.7,7.6,69.2,10.2,205.6
465.9,52331,14.7,229.3976346,41,8.8,71.6,14.2,182.1
370.7,42344,20.7,1169.040488,37.7,11.1,64.7,14.7,196.2
449.1,52996,12.6,0,40.2,5.9,72.9,12.2,197
463.1,41316,18.9,12.93661061,43.3,9.5,63.8,14.2,190.7
502.1,42240,21.3,168.3115293,40.4,9.6,63.2,7.5,202
460.9,68405,7,317.469316,41.4,5,80.9,20.9,167.4
435.2,38081,22.6,42.99780711,42.3,12.1,56.9,8.3,206.9
443.1,52606,8.9,0,40.1,5.5,79.3,9.9,181.9
449.5,51868,10.6,604.4673012,41.4,7.6,73,13.3,177.8
423.2,40646,15.7,0,45.6,7.4,65.2,6.7,188.9
451.9,42994,19.7,760.9091831,39.4,9.4,64.7,15.3,186.9
438.4,37923,18.1,0,43.9,9.3,58.6,7.2,187.9
456.7,49846,12.1,0,41.2,7,71.3,8.9,185
466.1,41814,19.1,637.3855603,40.3,8.3,61.9,9.8,211.5
355.1,43953,16.3,0,50.2,7,64.3,5.7,122.5
457.1,50345,10.1,0,47.3,5.5,75.6,13.7,185.3
451.2,47358,12.3,158.0944351,41,6.6,70.2,8.4,215.5
443.4,43341,17.8,0,40,9.5,62.5,7,200.6
460.5,54868,13.2,0,39.1,6.9,72.5,11.2,197.4
468,40512,21.9,0,40.8,13.4,52.1,7.1,217.9
458.7,52047,14.2,154.059467,37.6,8.7,74.5,16.2,186.3
471.1,49516,13,0,41.9,7.3,68.5,8.1,192.7
425.6,56519,7.8,0,39.7,3.4,85.3,11.9,154.6
445.1,41948,15.9,188.9784482,41.3,8.7,65.4,10.5,186
449.2,42466,19.2,699.7537903,40.6,11.3,62.1,9.3,203.9
424.2,46447,14.5,83.7815647,41.3,7.6,72.9,9.7,193.8
503,37625,27.2,767.9791734,39.5,9.6,55.2,8.6,203
439,45003,17.5,629.3832045,39,8.1,72.4,9.4,174
405,50774,10.7,163.5958365,38.9,6.7,77.4,9.7,167.3
449.3,47745,14.9,389.162102,41.8,8.5,70.4,14.4,176.4
437.5,50453,13.4,282.3044903,40.7,8.4,70.9,19.4,178.1
478.5,43160,17.2,0,43.6,7.4,63.8,12.1,187
447.1,46128,13.4,32.28722717,41,7,67.7,9.9,168.7
459.6,69900,7.7,0,38.1,4.2,79.3,17.9,165.7
425,49565,10.1,0,41.5,7.5,71.4,9.4,172.1
456.6,37633,23.7,0,41,12,56.2,5.8,184.3
444.5,72973,5.8,280.6623632,38.7,6.1,83.8,25,160.4
475.4,45048,15.7,1358.162063,43.6,6.8,66.4,11.8,186.2
417.8,50106,13.9,241.2482876,38.8,4.8,69.3,13.3,170.3
412.3,42214,14.2,0,41.6,7.1,71.4,9.3,185.1
403,54996,13.5,262.0827873,34.8,7.2,81.8,18,173
461.7,47905,10,0,42,6.6,77.1,9.7,190.6
416.8,31386,27.2,0,37,7.9,38.6,10,220.9
